query,intent
Please show me unprocessed payments linked to project Alpha.,PENDING_STATEMENTS
Would you show me payments queued for processing in the approval queue.,PENDING_STATEMENTS
Show pending payment statuses for this account in my queue.,PENDING_STATEMENTS
Give me payments still queued for my account.,PENDING_STATEMENTS
I'm trying to check outstanding payments that are overdue for approval.,PENDING_STATEMENTS
Kindly list payments due to be processed for this week.,PENDING_STATEMENTS
Could you display payments not yet finalized due this week.,PENDING_STATEMENTS
Could you list scheduled payments?,PENDING_STATEMENTS
How many payments are still pending over $1000?,PENDING_STATEMENTS
Can you list payments queued for processing that are awaiting manager sign-off.,PENDING_STATEMENTS
I need a list of payments awaiting authorization on the payments dashboard.,PENDING_STATEMENTS
I'd like to check payments that are still open for my account.,PENDING_STATEMENTS
Can I get a status update on pending payments for payroll?,PENDING_STATEMENTS
Kindly show me payments yet to be processed under $200.,PENDING_STATEMENTS
Bring up payments scheduled for the future.,PENDING_STATEMENTS
Check undisbursed payments for invoices.,PENDING_STATEMENTS
Could you list payments still pending.,PENDING_STATEMENTS
Please show payments in transit that need approval.,PENDING_STATEMENTS
Which payments are scheduled but not yet sent for account number 778812?,PENDING_STATEMENTS
I need a list of payments awaiting confirmation over $1000.,PENDING_STATEMENTS
I need to view pending payment requests for account number 778812.,PENDING_STATEMENTS
Can you get me payments waiting to be processed over $1000.,PENDING_STATEMENTS
Fetch payments in transit for the current billing cycle.,PENDING_STATEMENTS
Pull up payments awaiting review in the approval queue.,PENDING_STATEMENTS
Could you get payments not yet settled due next week.,PENDING_STATEMENTS
Could you list payments scheduled for the future for account 4521?,PENDING_STATEMENTS
I want to check on payments still awaiting processing for account number 778812.,PENDING_STATEMENTS
Get payments not yet completed for client Johnson & Sons.,PENDING_STATEMENTS
Get payments awaiting processing due tomorrow.,PENDING_STATEMENTS
Kindly show me future-dated payments for this week.,PENDING_STATEMENTS
Pull payments due to be processed from this quarter.,PENDING_STATEMENTS
I need to check which payments are still pending scheduled for tomorrow.,PENDING_STATEMENTS
Please show me payments not yet disbursed for this account.,PENDING_STATEMENTS
Give me an overview of payments awaiting approval for the finance team.,PENDING_STATEMENTS
Pull queued payments for the merchant account.,PENDING_STATEMENTS
Find payments that haven't gone through yet that need approval.,PENDING_STATEMENTS
Retrieve payments queued for processing linked to project Alpha.,PENDING_STATEMENTS
Can I see payments in a pending state.,PENDING_STATEMENTS
I'm trying to view payments in progress.,PENDING_STATEMENTS
Would you list pending transaction statements for last week.,PENDING_STATEMENTS
Check payments awaiting authorization for account number 778812.,PENDING_STATEMENTS
What future-dated payments are on file on the payments dashboard?,PENDING_STATEMENTS
Can I view payments not yet completed for the procurement department.,PENDING_STATEMENTS
Can you pull up payments still pending for invoices.,PENDING_STATEMENTS
I'd like to see scheduled payments for the procurement department.,PENDING_STATEMENTS
Can you check payments not yet finalized due this week.,PENDING_STATEMENTS
Kindly show me payments waiting to be processed for today.,PENDING_STATEMENTS
Could you show me pending transaction statements scheduled for next week.,PENDING_STATEMENTS
Would you list payments pending review for account number 778812.,PENDING_STATEMENTS
Can I see in-progress payments.,PENDING_STATEMENTS
View payments that are on hold for the current billing cycle.,PENDING_STATEMENTS
View scheduled payments for the merchant account.,PENDING_STATEMENTS
Pull up queued payments awaiting my sign-off.,PENDING_STATEMENTS
Pull up open pending payments scheduled for next week.,PENDING_STATEMENTS
Get payments that are incomplete due today.,PENDING_STATEMENTS
Can you get me payments that are still open on hold.,PENDING_STATEMENTS
Which payments haven't been processed yet awaiting my sign-off?,PENDING_STATEMENTS
List every payment that's still queued on the payments dashboard.,PENDING_STATEMENTS
Could you display payments that haven't been executed yet over $500.,PENDING_STATEMENTS
What payments are scheduled for later this month that need approval?,PENDING_STATEMENTS
Look up unprocessed payments for the merchant account.,PENDING_STATEMENTS
I want to see payments awaiting approval for payroll.,PENDING_STATEMENTS
Which payments haven't been processed yet?,PENDING_STATEMENTS
Display undisbursed payments for the current billing cycle.,PENDING_STATEMENTS
List unprocessed payments flagged as pending.,PENDING_STATEMENTS
Please list future-dated payments from this quarter.,PENDING_STATEMENTS
Can I see scheduled payments in USD.,PENDING_STATEMENTS
Can I see payments awaiting authorization from this quarter.,PENDING_STATEMENTS
View payments pending approval on the payments dashboard.,PENDING_STATEMENTS
Pull payments queued for processing for this month.,PENDING_STATEMENTS
Could you list unprocessed payments over $500.,PENDING_STATEMENTS
Let me know what payments are still outstanding in the system.,PENDING_STATEMENTS
Please show me payments that are scheduled but not sent in the system.,PENDING_STATEMENTS
Pull payments not yet finalized over $500.,PENDING_STATEMENTS
Which payments are on hold right now?,PENDING_STATEMENTS
What future-dated payments are on file that are overdue for approval?,PENDING_STATEMENTS
Can you pull up payments that haven't gone through yet that are awaiting manager sign-off.,PENDING_STATEMENTS
I want to see payments waiting for approval?,PENDING_STATEMENTS
Please show me payments waiting to be processed due this week.,PENDING_STATEMENTS
Could you show me payments awaiting confirmation?,PENDING_STATEMENTS
I need to review payments that are still queued in the system.,PENDING_STATEMENTS
Can you get me unsettled payments for account number 778812.,PENDING_STATEMENTS
Check payments that are still processing over $500.,PENDING_STATEMENTS
Can you get me pending transaction statements.,PENDING_STATEMENTS
Can you list future-dated payments in the approval queue.,PENDING_STATEMENTS
Get payments not yet disbursed for payroll.,PENDING_STATEMENTS
Can I see payments awaiting processing for the procurement department.,PENDING_STATEMENTS
I'd like to see future-dated payments that need approval.,PENDING_STATEMENTS
View payments still pending that are overdue for approval?,PENDING_STATEMENTS
Can I see payments that haven't gone through yet that need approval.,PENDING_STATEMENTS
Please show me payments still under review for our suppliers.,PENDING_STATEMENTS
I want a list of payments waiting to be processed that are overdue for approval?,PENDING_STATEMENTS
I need a list of undisbursed payments on hold?,PENDING_STATEMENTS
Can I view in-progress payments from this quarter.,PENDING_STATEMENTS
View payments waiting on approval for my account.,PENDING_STATEMENTS
Pull pending payments for this account.,PENDING_STATEMENTS
Give me an overview of payments awaiting approval.,PENDING_STATEMENTS
Display payments awaiting approval due next week.,PENDING_STATEMENTS
Can you get me payments not yet completed in the system.,PENDING_STATEMENTS
How many payments are still pending?,PENDING_STATEMENTS
I need to view payments in a pending state for last week.,PENDING_STATEMENTS
Can you list outstanding payments for the procurement department.,PENDING_STATEMENTS
Show me in-progress payments in the approval queue.,PENDING_STATEMENTS
Pull scheduled payments for our company.,PENDING_STATEMENTS
Can I see payments due to be processed for our company.,PENDING_STATEMENTS
View upcoming payments in the system.,PENDING_STATEMENTS
Can you list pending payments due tomorrow.,PENDING_STATEMENTS
Bring up unprocessed payments scheduled for next month.,PENDING_STATEMENTS
Which invoices have payments still pending that need approval?,PENDING_STATEMENTS
Bring up payments awaiting confirmation for account 4521.,PENDING_STATEMENTS
Bring up payments awaiting execution scheduled for tomorrow?,PENDING_STATEMENTS
"Can I view payments still under review above $10,000.",PENDING_STATEMENTS
Display payments not yet cleared in my dashboard.,PENDING_STATEMENTS
Give me pending payment requests for the current billing cycle.,PENDING_STATEMENTS
What are the undisbursed payments for our vendors.,PENDING_STATEMENTS
Please show payments yet to be processed scheduled for tomorrow.,PENDING_STATEMENTS
Look up payments not yet settled?,PENDING_STATEMENTS
Let me see pending payments in USD.,PENDING_STATEMENTS
Look up open pending payments for today.,PENDING_STATEMENTS
I need a list of payments that haven't gone through yet for my account.,PENDING_STATEMENTS
Can I view future-dated payments that are awaiting manager sign-off?,PENDING_STATEMENTS
Can you show me payments awaiting approval due next week.,PENDING_STATEMENTS
Which payments are scheduled but not yet sent on hold?,PENDING_STATEMENTS
Display payments still awaiting execution for this account.,PENDING_STATEMENTS
Could you show me payments in transit.,PENDING_STATEMENTS
Can I get payments that are scheduled but not sent for the current billing cycle.,PENDING_STATEMENTS
View payments not yet cleared under $200.,PENDING_STATEMENTS
I'm trying to check scheduled payments for today.,PENDING_STATEMENTS
Could you list payments still awaiting execution that are still in draft.,PENDING_STATEMENTS
I'd like to check payments pending review linked to project Alpha?,PENDING_STATEMENTS
Could you display payments not yet disbursed for our vendors.,PENDING_STATEMENTS
Retrieve payments that haven't been executed yet due this week.,PENDING_STATEMENTS
I need a list of payments in a pending state.,PENDING_STATEMENTS
Can you list future-dated payments linked to project Alpha.,PENDING_STATEMENTS
I'd like to see unprocessed payments tied to invoice #4521.,PENDING_STATEMENTS
What payments are waiting to be approved?,PENDING_STATEMENTS
Fetch in-progress payments that are still in draft.,PENDING_STATEMENTS
"Fetch payments awaiting execution above $10,000?",PENDING_STATEMENTS
Can I get a status update on pending payments due this week?,PENDING_STATEMENTS
Can you get me payments not yet completed from this quarter.,PENDING_STATEMENTS
Display undisbursed payments on the payments dashboard.,PENDING_STATEMENTS
I want a list of payments still queued over $1000.,PENDING_STATEMENTS
Can you get me outstanding payments for invoices.,PENDING_STATEMENTS
Can you get me payments awaiting authorization for payroll.,PENDING_STATEMENTS
Can you check payments not yet finalized under $200.,PENDING_STATEMENTS
Give me payments still awaiting execution.,PENDING_STATEMENTS
List scheduled payments due today.,PENDING_STATEMENTS
List payments pending approval under $200.,PENDING_STATEMENTS
Could you list incomplete payments due today?,PENDING_STATEMENTS
Do I have any pending transactions for my account?,PENDING_STATEMENTS
Let me know what payments are still outstanding tied to invoice #4521.,PENDING_STATEMENTS
Kindly show me unprocessed payments tied to invoice #4521.,PENDING_STATEMENTS
Could you show me payments not yet finalized for client Johnson & Sons?,PENDING_STATEMENTS
Can you get me payments due to be processed scheduled for next month.,PENDING_STATEMENTS
I need to view payments not yet cleared scheduled for next month.,PENDING_STATEMENTS
"Could you list undisbursed payments above $10,000?",PENDING_STATEMENTS
Can I see payments not yet completed for the finance team.,PENDING_STATEMENTS
Can you check incomplete payments for last week.,PENDING_STATEMENTS
Show me payments not yet completed for this week.,PENDING_STATEMENTS
Can you check payments still under review that are overdue for approval.,PENDING_STATEMENTS
Look up payments still under review on the payments dashboard.,PENDING_STATEMENTS
Would you list payments still pending for the current billing cycle.,PENDING_STATEMENTS
Find outstanding payments in my dashboard.,PENDING_STATEMENTS
Look up payments still awaiting execution that need approval.,PENDING_STATEMENTS
Could you show me payments awaiting processing due tomorrow.,PENDING_STATEMENTS
Kindly show me payments in a pending state on the payments dashboard.,PENDING_STATEMENTS
I'd like to check payments pending approval due next week.,PENDING_STATEMENTS
Can I view payments in transit in USD.,PENDING_STATEMENTS
List pending transaction statements for last week.,PENDING_STATEMENTS
Give me a status report on pending payments that are overdue for approval.,PENDING_STATEMENTS
Let me see payments pending approval on my account?,PENDING_STATEMENTS
Which payments are still awaiting approval for this account?,PENDING_STATEMENTS
Give me payments that haven't gone through yet scheduled for next week.,PENDING_STATEMENTS
Kindly show me payments in transit due tomorrow.,PENDING_STATEMENTS
Show me payments waiting on approval.,PENDING_STATEMENTS
Let me see payments not yet settled flagged as pending.,PENDING_STATEMENTS
View payments that are on hold for today.,PENDING_STATEMENTS
Find payments not yet finalized for this week.,PENDING_STATEMENTS
I need to review payments that are still queued.,PENDING_STATEMENTS
Please show me payments awaiting approval in my queue.,PENDING_STATEMENTS
Please show me payments yet to be processed for our suppliers.,PENDING_STATEMENTS
Can you check payments not yet completed due today.,PENDING_STATEMENTS
Let me know what payments are still outstanding over $500.,PENDING_STATEMENTS
Can I see payments not yet finalized for the finance team?,PENDING_STATEMENTS
Let me see unsettled payments linked to project Alpha.,PENDING_STATEMENTS
What payments are currently pending scheduled for tomorrow?,PENDING_STATEMENTS
What are the payments not yet cleared.,PENDING_STATEMENTS
Show me payments pending review over $1000.,PENDING_STATEMENTS
Please show me payments not yet settled for our suppliers.,PENDING_STATEMENTS
Could you list payments still pending for payroll?,PENDING_STATEMENTS
Would you show me future-dated payments for last week.,PENDING_STATEMENTS
I need a list of payments in progress for last week.,PENDING_STATEMENTS
Which payments are on hold right now scheduled for next month?,PENDING_STATEMENTS
How many payments are awaiting processing for this month?,PENDING_STATEMENTS
Can you list payments awaiting review scheduled for next week.,PENDING_STATEMENTS
Can you show me upcoming payments in the system?,PENDING_STATEMENTS
Can I see payments that are still open in the approval queue.,PENDING_STATEMENTS
What payments are queued up right now?,PENDING_STATEMENTS
"I need a list of outstanding payments above $10,000.",PENDING_STATEMENTS
What payments are waiting to be approved that are awaiting manager sign-off?,PENDING_STATEMENTS
Could you show me payments still pending in the system.,PENDING_STATEMENTS
I need a list of payments not yet completed tied to invoice #4521.,PENDING_STATEMENTS
What are the payments queued for processing from this quarter.,PENDING_STATEMENTS
Please show pending payment statements under $200.,PENDING_STATEMENTS
What's the status of payments still in progress for payroll?,PENDING_STATEMENTS
Show me anything still marked as pending for account number 778812.,PENDING_STATEMENTS
Would you list payments pending review for vendor ABC Corp.,PENDING_STATEMENTS
Fetch pending payments.,PENDING_STATEMENTS
Bring up open pending payments due next week.,PENDING_STATEMENTS
I'm trying to view payments that are incomplete from this quarter.,PENDING_STATEMENTS
I'd like a list of undisbursed payments over $500.,PENDING_STATEMENTS
Kindly list payments set to be paid later for this week.,PENDING_STATEMENTS
I need to view payments set to be paid later for client Johnson & Sons.,PENDING_STATEMENTS
Could you display payments awaiting review in my queue.,PENDING_STATEMENTS
What are the payments awaiting confirmation for my account.,PENDING_STATEMENTS
Retrieve payments still queued for invoices.,PENDING_STATEMENTS
Which invoices have payments still pending that are still in draft?,PENDING_STATEMENTS
Get payments that are incomplete on my account?,PENDING_STATEMENTS
Can you list scheduled payments for account number 778812.,PENDING_STATEMENTS
I need to view payments not yet disbursed in my queue.,PENDING_STATEMENTS
What payments haven't gone through yet for the finance team?,PENDING_STATEMENTS
Could you display payments awaiting execution for the finance team.,PENDING_STATEMENTS
Display payments in a pending state due tomorrow.,PENDING_STATEMENTS
Bring up payments not yet settled from this quarter.,PENDING_STATEMENTS
Can you pull up payments that are still processing in the approval queue.,PENDING_STATEMENTS
How many payments are awaiting processing under $200?,PENDING_STATEMENTS
I need to view payments in transit for account 4521.,PENDING_STATEMENTS
Would you list scheduled payments for invoices.,PENDING_STATEMENTS
Pull up payments set to be paid later for invoices.,PENDING_STATEMENTS
Can I see payments queued for processing.,PENDING_STATEMENTS
Can I view payments awaiting approval due today.,PENDING_STATEMENTS
Would you list payments in a pending state for last week.,PENDING_STATEMENTS
I want a list of payments not yet completed for the current billing cycle?,PENDING_STATEMENTS
I need to know what payments haven't cleared yet.,PENDING_STATEMENTS
Can I see future-dated payments for client Johnson & Sons.,PENDING_STATEMENTS
List payments that are still open for vendor ABC Corp.,PENDING_STATEMENTS
Pull up payments due to be processed for account number 778812.,PENDING_STATEMENTS
Find payments yet to be processed due tomorrow?,PENDING_STATEMENTS
I'm trying to check scheduled payments on hold.,PENDING_STATEMENTS
Please show payments waiting to be processed due today?,PENDING_STATEMENTS
What's still in the payment queue scheduled for tomorrow?,PENDING_STATEMENTS
I want a list of payments that are scheduled but not sent linked to project Alpha.,PENDING_STATEMENTS
Kindly show me payments that are still processing scheduled for next week.,PENDING_STATEMENTS
I need a list of payments awaiting processing due today.,PENDING_STATEMENTS
Let me see incomplete payments for the procurement department.,PENDING_STATEMENTS
Would you show me payments that are incomplete for today.,PENDING_STATEMENTS
Find payments awaiting review due this week.,PENDING_STATEMENTS
Pull up payments awaiting confirmation that need approval.,PENDING_STATEMENTS
Which payments are on hold right now tied to invoice #4521?,PENDING_STATEMENTS
Give me an overview of payments awaiting approval scheduled for tomorrow.,PENDING_STATEMENTS
Could you show me payments still queued for vendor ABC Corp.,PENDING_STATEMENTS
I need a list of pending payment requests for vendor ABC Corp.,PENDING_STATEMENTS
Find unprocessed payments for our company?,PENDING_STATEMENTS
"What are the payments in transit above $10,000.",PENDING_STATEMENTS
Find payments waiting to be processed in USD.,PENDING_STATEMENTS
Display payments that are incomplete for invoices?,PENDING_STATEMENTS
Kindly show me payments that are still open in my queue.,PENDING_STATEMENTS
Find scheduled payments for our suppliers.,PENDING_STATEMENTS
Show me payments not yet settled in my dashboard.,PENDING_STATEMENTS
Can I get a status update on pending payments scheduled for next month?,PENDING_STATEMENTS
Would you list payments pending approval for the procurement department.,PENDING_STATEMENTS
I'm trying to check future-dated payments.,PENDING_STATEMENTS
Give me payments that are on hold for my account.,PENDING_STATEMENTS
Which transactions are still pending for last week?,PENDING_STATEMENTS
Pull up upcoming payments for our company.,PENDING_STATEMENTS
Give me undisbursed payments for the procurement department.,PENDING_STATEMENTS
Look up open pending payments for our vendors.,PENDING_STATEMENTS
Pull unsettled payments that are awaiting manager sign-off?,PENDING_STATEMENTS
Pull payments that are still processing scheduled for next week.,PENDING_STATEMENTS
Please show incomplete payments for account number 778812?,PENDING_STATEMENTS
List queued payments in my queue.,PENDING_STATEMENTS
Could you list queued payments for the finance team.,PENDING_STATEMENTS
Can I get future-dated payments.,PENDING_STATEMENTS
Please show payments awaiting approval for the current billing cycle.,PENDING_STATEMENTS
Check payments still awaiting execution scheduled for tomorrow.,PENDING_STATEMENTS
How many payments are awaiting processing for this week?,PENDING_STATEMENTS
I want to check on payments still awaiting processing.,PENDING_STATEMENTS
Can you list payments still awaiting execution scheduled for next month.,PENDING_STATEMENTS
Please show me payments due to be processed for this month.,PENDING_STATEMENTS
Which transactions are still pending scheduled for tomorrow?,PENDING_STATEMENTS
Can you pull up payments pending approval for this account.,PENDING_STATEMENTS
Could you display payments in a pending state for this account.,PENDING_STATEMENTS
Find payments awaiting review in my dashboard.,PENDING_STATEMENTS
Bring up payments awaiting authorization.,PENDING_STATEMENTS
Show pending payment statuses for this account.,PENDING_STATEMENTS
Fetch unsettled payments for account number 778812.,PENDING_STATEMENTS
What are the payments not yet cleared for our suppliers.,PENDING_STATEMENTS
Pull upcoming payments tied to invoice #4521.,PENDING_STATEMENTS
Can you pull up payments queued for processing for our suppliers.,PENDING_STATEMENTS
Let me see unsettled payments on the payments dashboard.,PENDING_STATEMENTS
Pull up undisbursed payments for the procurement department?,PENDING_STATEMENTS
Get payments waiting for approval for our suppliers?,PENDING_STATEMENTS
List payments not yet cleared on my account.,PENDING_STATEMENTS
I need to view undisbursed payments for account number 778812.,PENDING_STATEMENTS
I'm trying to view unsettled payments under $200.,PENDING_STATEMENTS
Check outstanding payments for our suppliers.,PENDING_STATEMENTS
Pull up payments still awaiting execution tied to invoice #4521.,PENDING_STATEMENTS
Pull up payments still queued on hold.,PENDING_STATEMENTS
View payments queued for processing for the merchant account.,PENDING_STATEMENTS
Could you list payments that haven't gone through yet that are awaiting manager sign-off?,PENDING_STATEMENTS
Can I get a status update on pending payments?,PENDING_STATEMENTS
Let me see payments awaiting review for this account.,PENDING_STATEMENTS
Can I get pending transaction statements linked to project Alpha.,PENDING_STATEMENTS
Show me payments waiting on approval for payroll.,PENDING_STATEMENTS
Kindly show me payments awaiting processing for client Johnson & Sons.,PENDING_STATEMENTS
Find unprocessed payments tied to invoice #4521.,PENDING_STATEMENTS
I'd like to see payments awaiting execution under $200.,PENDING_STATEMENTS
I need to review payments that are still queued that are awaiting manager sign-off.,PENDING_STATEMENTS
Check payments awaiting review scheduled for next week.,PENDING_STATEMENTS
"Can I get payments not yet settled above $10,000.",PENDING_STATEMENTS
I need a list of payments awaiting execution for the finance team.,PENDING_STATEMENTS
Give me payments pending approval scheduled for tomorrow.,PENDING_STATEMENTS
Can I get payments in transit.,PENDING_STATEMENTS
Kindly show me payments that are incomplete scheduled for next month.,PENDING_STATEMENTS
Can you get me future-dated payments.,PENDING_STATEMENTS
Please list payments not yet completed due next week.,PENDING_STATEMENTS
Which transactions are still pending?,PENDING_STATEMENTS
Can you show me payments pending review scheduled for next week.,PENDING_STATEMENTS
Get in-progress payments over $1000.,PENDING_STATEMENTS
Pull up payments in progress over $1000.,PENDING_STATEMENTS
How many payments are awaiting processing?,PENDING_STATEMENTS
I'd like to see unsettled payments for vendor ABC Corp.,PENDING_STATEMENTS
Can you list payments awaiting review in USD.,PENDING_STATEMENTS
Retrieve payments yet to be processed.,PENDING_STATEMENTS
Can I view payments still awaiting execution.,PENDING_STATEMENTS
I want a list of payments in the queue?,PENDING_STATEMENTS
Could you list upcoming payments on my account.,PENDING_STATEMENTS
Display payments awaiting confirmation for last week?,PENDING_STATEMENTS
Please list payments still under review over $1000.,PENDING_STATEMENTS
I want a list of pending payment requests for the current billing cycle?,PENDING_STATEMENTS
Could you list payments awaiting execution for the finance team.,PENDING_STATEMENTS
Would you show me payments awaiting confirmation?,PENDING_STATEMENTS
Kindly list payments still queued.,PENDING_STATEMENTS
Please show me unsettled payments over $500.,PENDING_STATEMENTS
Let me see payments awaiting review on my account.,PENDING_STATEMENTS
Do I have any payments pending approval awaiting my sign-off?,PENDING_STATEMENTS
Can you pull up payments that are scheduled but not sent in my dashboard?,PENDING_STATEMENTS
Can I get payments that are still open scheduled for next month.,PENDING_STATEMENTS
What are the payments that are on hold scheduled for next week.,PENDING_STATEMENTS
I need a list of payments still under review for account 4521.,PENDING_STATEMENTS
Fetch payments awaiting authorization under $200?,PENDING_STATEMENTS
Could you get payments awaiting processing for payroll.,PENDING_STATEMENTS
I'd like to see scheduled payments.,PENDING_STATEMENTS
Kindly list payments waiting on approval for the merchant account?,PENDING_STATEMENTS
Please show payments still under review for the merchant account.,PENDING_STATEMENTS
Give me a status report on pending payments.,PENDING_STATEMENTS
Check payments still pending from this quarter.,PENDING_STATEMENTS
Please list pending transaction statements for client Johnson & Sons.,PENDING_STATEMENTS
What future-dated payments are on file due this week?,PENDING_STATEMENTS
Retrieve payments in a pending state on the payments dashboard.,PENDING_STATEMENTS
Can I get pending transaction statements for our vendors.,PENDING_STATEMENTS
Would you show me payments in progress tied to invoice #4521.,PENDING_STATEMENTS
Can you pull up payments not yet disbursed from this quarter.,PENDING_STATEMENTS
Bring up pending payments for our suppliers.,PENDING_STATEMENTS
Would you show me pending payment requests for our vendors?,PENDING_STATEMENTS
Pull payments not yet completed awaiting my sign-off.,PENDING_STATEMENTS
Show pending payment statuses for this account for the procurement department.,PENDING_STATEMENTS
I'd like to check in-progress payments in the system.,PENDING_STATEMENTS
"Show me anything still marked as pending above $10,000.",PENDING_STATEMENTS
I'd like to check payments still under review in USD.,PENDING_STATEMENTS
What pending payments do I have awaiting my sign-off?,PENDING_STATEMENTS
What payments are waiting to be approved for our vendors?,PENDING_STATEMENTS
Please show me scheduled payments for our company.,PENDING_STATEMENTS
Pull payments not yet cleared for the merchant account.,PENDING_STATEMENTS
I'd like to see open pending payments scheduled for next month.,PENDING_STATEMENTS
Let me know what payments are still outstanding for account 4521.,PENDING_STATEMENTS
Get payments that haven't gone through yet for account number 778812.,PENDING_STATEMENTS
What's currently in my pending payments queue that are overdue for approval?,PENDING_STATEMENTS
Can you check upcoming payments for last week.,PENDING_STATEMENTS
Get payments queued for processing.,PENDING_STATEMENTS
Would you list payments still awaiting execution?,PENDING_STATEMENTS
List payments not yet cleared for account 4521.,PENDING_STATEMENTS
Display payments awaiting authorization in the system.,PENDING_STATEMENTS
Look up payments awaiting approval scheduled for next week.,PENDING_STATEMENTS
I'm trying to check future-dated payments that are still in draft.,PENDING_STATEMENTS
What are the payments that are incomplete for today?,PENDING_STATEMENTS
"Could you display payments queued for processing above $10,000.",PENDING_STATEMENTS
Kindly list payments not yet finalized for my account.,PENDING_STATEMENTS
I need a summary of pending payment activity from this quarter.,PENDING_STATEMENTS
Can you show me unprocessed payments for invoices?,PENDING_STATEMENTS
Which invoices have payments still pending on the payments dashboard?,PENDING_STATEMENTS
List payments awaiting approval scheduled for tomorrow.,PENDING_STATEMENTS
Let me see payments awaiting processing for today.,PENDING_STATEMENTS
I want a list of payments awaiting processing.,PENDING_STATEMENTS
Could you get outstanding payments for the current billing cycle.,PENDING_STATEMENTS
Pull payments not yet settled for our vendors.,PENDING_STATEMENTS
I'd like to check payments awaiting review over $500.,PENDING_STATEMENTS
Check payments still pending in my dashboard.,PENDING_STATEMENTS
Show me payments that are incomplete for the current billing cycle?,PENDING_STATEMENTS
Give me open pending payments scheduled for next week.,PENDING_STATEMENTS
I'd like to see payments still awaiting execution.,PENDING_STATEMENTS
Please show me in-progress payments in USD.,PENDING_STATEMENTS
Kindly list payments not yet finalized for the merchant account?,PENDING_STATEMENTS
Can I get payments pending approval on my account.,PENDING_STATEMENTS
Which transactions are still pending from this quarter?,PENDING_STATEMENTS
View payments awaiting confirmation for our suppliers.,PENDING_STATEMENTS
Can you show me payments waiting to be processed for last week?,PENDING_STATEMENTS
Which transactions are still pending for the merchant account?,PENDING_STATEMENTS
Kindly show me payments still awaiting execution for this month.,PENDING_STATEMENTS
Get unsettled payments that need approval.,PENDING_STATEMENTS
Pull up payments awaiting review that are still in draft?,PENDING_STATEMENTS
I want a list of payments due to be processed for the merchant account.,PENDING_STATEMENTS
Is there a list of payments awaiting execution for my account?,PENDING_STATEMENTS
I'd like a list of payments awaiting processing on hold.,PENDING_STATEMENTS
Can I see pending payment statements due this week.,PENDING_STATEMENTS
Could you display payments that are scheduled but not sent in the system.,PENDING_STATEMENTS
Can I see unsettled payments for our vendors.,PENDING_STATEMENTS
Show me payments set to be paid later for client Johnson & Sons.,PENDING_STATEMENTS
Can you list payments still under review linked to project Alpha.,PENDING_STATEMENTS
Give me an overview of payments awaiting approval on hold.,PENDING_STATEMENTS
Would you list payments still pending that are awaiting manager sign-off.,PENDING_STATEMENTS
Let me know what payments are still outstanding.,PENDING_STATEMENTS
Get pending transaction statements on my account.,PENDING_STATEMENTS
Let me see payments not yet settled.,PENDING_STATEMENTS
Pull up payments that are scheduled but not sent.,PENDING_STATEMENTS
List every payment that's still queued for invoices.,PENDING_STATEMENTS
Can I get payments that are still open from this quarter.,PENDING_STATEMENTS
Please show payments awaiting approval on hold.,PENDING_STATEMENTS
Can you pull up future-dated payments.,PENDING_STATEMENTS
I'm trying to view payments not yet finalized for my account.,PENDING_STATEMENTS
Please show payments in a pending state in my dashboard.,PENDING_STATEMENTS
Would you show me payments that are incomplete for vendor ABC Corp.,PENDING_STATEMENTS
Kindly list incomplete payments due today.,PENDING_STATEMENTS
I'd like to see payments awaiting confirmation that are still in draft.,PENDING_STATEMENTS
I'd like to see in-progress payments for the procurement department.,PENDING_STATEMENTS
I need a list of payments awaiting processing awaiting my sign-off.,PENDING_STATEMENTS
List payments waiting to be processed from this quarter.,PENDING_STATEMENTS
Kindly show me payments awaiting processing for this account.,PENDING_STATEMENTS
Retrieve scheduled payments.,PENDING_STATEMENTS
Could you display payments not yet disbursed scheduled for tomorrow.,PENDING_STATEMENTS
Could you show me payments not yet cleared for our company.,PENDING_STATEMENTS
Can I view payments yet to be processed scheduled for next month.,PENDING_STATEMENTS
Kindly list payments not yet disbursed for this month.,PENDING_STATEMENTS
I'd like a list of payments that are scheduled but not sent for our company.,PENDING_STATEMENTS
Can I view payments that are on hold.,PENDING_STATEMENTS
I need to view payments waiting for approval for account 4521.,PENDING_STATEMENTS
Could you list payments still awaiting execution that are overdue for approval?,PENDING_STATEMENTS
Can you list payments still queued on my account?,PENDING_STATEMENTS
Please list payments not yet cleared for today.,PENDING_STATEMENTS
Could you display payments awaiting approval scheduled for tomorrow.,PENDING_STATEMENTS
Give me undisbursed payments from this quarter.,PENDING_STATEMENTS
Let me see payments that are on hold on my account.,PENDING_STATEMENTS
I want a list of payments that haven't been executed yet scheduled for next week.,PENDING_STATEMENTS
Kindly show me payments not yet finalized scheduled for next week.,PENDING_STATEMENTS
Look up queued payments scheduled for tomorrow.,PENDING_STATEMENTS
I want a list of payments still under review due tomorrow?,PENDING_STATEMENTS
What payments haven't gone through yet?,PENDING_STATEMENTS
Can you show me incomplete payments on hold.,PENDING_STATEMENTS
Can I view upcoming payments that need approval.,PENDING_STATEMENTS
Can you list in-progress payments for our vendors?,PENDING_STATEMENTS
Display payments set to be paid later in the approval queue.,PENDING_STATEMENTS
Can I see payments pending review scheduled for tomorrow.,PENDING_STATEMENTS
Show me anything still marked as pending.,PENDING_STATEMENTS
