intent_code,text,reference,beneficiary,amount,currency,account,time,reason,status
CANCEL_PAYMENT,"stop the pending payment, incorrect account number",,,,,,,incorrect account number,pending
CANCEL_PAYMENT,cancel the pending payment from the account ending 4521,,,,,the account ending 4521,,,pending
CANCEL_PAYMENT,"cancel the payment to our supplier, sent by mistake",,our supplier,,,,,sent by mistake,
CANCEL_PAYMENT,"cancel anita desai's payment, invoice INV-2291",invoice INV-2291,anita desai,,,,,,
CANCEL_PAYMENT,"cancel the payment to the insurance company, vendor cancelled the order",,the insurance company,,,,,vendor cancelled the order,
CANCEL_PAYMENT,please cancel my payment of 5000 GBP to anita desai,,anita desai,5000,GBP,,,,
CANCEL_PAYMENT,"withdraw invoice INV-2291, wrong beneficiary",invoice INV-2291,,,,,,wrong beneficiary,
CANCEL_PAYMENT,"cancel anita desai's payment, reference number REF3321",reference number REF3321,anita desai,,,,,,
CANCEL_PAYMENT,undo the 10000 INR payment to green energy pvt ltd,,green energy pvt ltd,10000,INR,,,,
CANCEL_PAYMENT,cancel the payment to john smith scheduled for tomorrow,,john smith,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,"stop the awaiting approval payment, incorrect account number",,,,,,,incorrect account number,awaiting approval
CANCEL_PAYMENT,cancel my pending transaction invoice INV-2291,invoice INV-2291,,,,,,,pending
CANCEL_PAYMENT,cancel the 100000 INR transfer,,,100000,INR,,,,
CANCEL_PAYMENT,is the awaiting approval payment to michael chen still cancellable,,michael chen,,,,,,awaiting approval
CANCEL_PAYMENT,cancel the 2500 pounds transfer,,,2500,pounds,,,,
CANCEL_PAYMENT,cancel the 150000 dollars transfer,,,150000,dollars,,,,
CANCEL_PAYMENT,"stop the pending payment, wrong beneficiary",,,,,,,wrong beneficiary,pending
CANCEL_PAYMENT,is the scheduled payment to the insurance company still cancellable,,the insurance company,,,,,,scheduled
CANCEL_PAYMENT,cancel the 32000 GBP transfer,,,32000,GBP,,,,
CANCEL_PAYMENT,"cancel the electricity board's payment, transaction id TXN88213",transaction id TXN88213,the electricity board,,,,,,
CANCEL_PAYMENT,is the processing payment to xyz corp still cancellable,,xyz corp,,,,,,processing
CANCEL_PAYMENT,cancel the payment to our supplier dated the 5th,,our supplier,,,,dated the 5th,,
CANCEL_PAYMENT,cancel the scheduled payment from account number 003321,,,,,account number 003321,,,scheduled
CANCEL_PAYMENT,cancel the pending payment from account number 003321,,,,,account number 003321,,,pending
CANCEL_PAYMENT,undo the 75000 USD payment to the electricity board,,the electricity board,75000,USD,,,,
CANCEL_PAYMENT,cancel my pending transaction instruction id INS-556,instruction id INS-556,,,,,,,pending
CANCEL_PAYMENT,please cancel my payment of 62000 pounds to tech solutions inc,,tech solutions inc,62000,pounds,,,,
CANCEL_PAYMENT,"stop the awaiting approval payment, wrong beneficiary",,,,,,,wrong beneficiary,awaiting approval
CANCEL_PAYMENT,undo the 2500 EUR payment to tech solutions inc,,tech solutions inc,2500,EUR,,,,
CANCEL_PAYMENT,"cancel anita desai's payment, instruction id INS-556",instruction id INS-556,anita desai,,,,,,
CANCEL_PAYMENT,cancel the payment to the insurance company due next monday,,the insurance company,,,,due next monday,,
CANCEL_PAYMENT,is the pending payment to tech solutions inc still cancellable,,tech solutions inc,,,,,,pending
CANCEL_PAYMENT,is the awaiting approval payment to john smith still cancellable,,john smith,,,,,,awaiting approval
CANCEL_PAYMENT,undo the 32000 euros payment to the electricity board,,the electricity board,32000,euros,,,,
CANCEL_PAYMENT,cancel the 5000 INR transfer,,,5000,INR,,,,
CANCEL_PAYMENT,"withdraw transaction id TXN88213, changed my mind",transaction id TXN88213,,,,,,changed my mind,
CANCEL_PAYMENT,undo the 10000 EUR payment to tech solutions inc,,tech solutions inc,10000,EUR,,,,
CANCEL_PAYMENT,"withdraw payment id PMT-4471, incorrect account number",payment id PMT-4471,,,,,,incorrect account number,
CANCEL_PAYMENT,please cancel my payment of 2500 INR to xyz corp,,xyz corp,2500,INR,,,,
CANCEL_PAYMENT,cancel my processing transaction order id ORD-7712,order id ORD-7712,,,,,,,processing
CANCEL_PAYMENT,"cancel grand hotel's payment, order id ORD-7712",order id ORD-7712,grand hotel,,,,,,
CANCEL_PAYMENT,cancel the processing payment from the account ending 4521,,,,,the account ending 4521,,,processing
CANCEL_PAYMENT,"please stop payment instruction id INS-556, vendor cancelled the order",instruction id INS-556,,,,,,vendor cancelled the order,
CANCEL_PAYMENT,cancel my queued transaction invoice INV-2291,invoice INV-2291,,,,,,,queued
CANCEL_PAYMENT,"cancel green energy pvt ltd's payment, transaction id TXN88213",transaction id TXN88213,green energy pvt ltd,,,,,,
CANCEL_PAYMENT,cancel the 62000 EUR transfer,,,62000,EUR,,,,
CANCEL_PAYMENT,is the scheduled payment to michael chen still cancellable,,michael chen,,,,,,scheduled
CANCEL_PAYMENT,is the scheduled payment to delta enterprises still cancellable,,delta enterprises,,,,,,scheduled
CANCEL_PAYMENT,undo the 1200 USD payment to green energy pvt ltd,,green energy pvt ltd,1200,USD,,,,
CANCEL_PAYMENT,cancel the payment to xyz corp from this morning,,xyz corp,,,,from this morning,,
CANCEL_PAYMENT,cancel the scheduled payment from my usd account,,,,,my usd account,,,scheduled
CANCEL_PAYMENT,"cancel oceanic exports's payment, instruction id INS-556",instruction id INS-556,oceanic exports,,,,,,
CANCEL_PAYMENT,"withdraw instruction id INS-556, duplicate payment",instruction id INS-556,,,,,,duplicate payment,
CANCEL_PAYMENT,cancel the 500 USD transfer,,,500,USD,,,,
CANCEL_PAYMENT,cancel the 500 dollars transfer,,,500,dollars,,,,
CANCEL_PAYMENT,"cancel the landlord's payment, transaction id TXN88213",transaction id TXN88213,the landlord,,,,,,
CANCEL_PAYMENT,"stop the processing payment, wrong currency",,,,,,,wrong currency,processing
CANCEL_PAYMENT,cancel the 45000 GBP transfer,,,45000,GBP,,,,
CANCEL_PAYMENT,"cancel the payment to the insurance company, changed my mind",,the insurance company,,,,,changed my mind,
CANCEL_PAYMENT,cancel the queued payment from my current account,,,,,my current account,,,queued
CANCEL_PAYMENT,"stop the processing payment, wrong amount",,,,,,,wrong amount,processing
CANCEL_PAYMENT,cancel the payment to michael chen scheduled for tomorrow,,michael chen,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,is the awaiting approval payment to our supplier still cancellable,,our supplier,,,,,,awaiting approval
CANCEL_PAYMENT,"cancel the landlord's payment, reference number REF3321",reference number REF3321,the landlord,,,,,,
CANCEL_PAYMENT,please cancel my pending payment of 150000 euros to the insurance company,,the insurance company,150000,euros,,,,pending
CANCEL_PAYMENT,undo the 15000 INR payment to oceanic exports,,oceanic exports,15000,INR,,,,
CANCEL_PAYMENT,please cancel my payment of 62000 rupees to grand hotel,,grand hotel,62000,rupees,,,,
CANCEL_PAYMENT,"cancel the payment to delta enterprises, wrong currency",,delta enterprises,,,,,wrong currency,
CANCEL_PAYMENT,"cancel the payment to john smith, incorrect account number",,john smith,,,,,incorrect account number,
CANCEL_PAYMENT,"cancel the payment to grand hotel, no longer needed",,grand hotel,,,,,no longer needed,
CANCEL_PAYMENT,"cancel the electricity board's payment, invoice INV-2291",invoice INV-2291,the electricity board,,,,,,
CANCEL_PAYMENT,cancel the 32000 dollars transfer,,,32000,dollars,,,,
CANCEL_PAYMENT,"cancel the payment to our supplier, no longer needed",,our supplier,,,,,no longer needed,
CANCEL_PAYMENT,please cancel my scheduled payment of 15000 INR to xyz corp,,xyz corp,15000,INR,,,,scheduled
CANCEL_PAYMENT,is the processing payment to green energy pvt ltd still cancellable,,green energy pvt ltd,,,,,,processing
CANCEL_PAYMENT,cancel the 1200 dollars transfer,,,1200,dollars,,,,
CANCEL_PAYMENT,undo the 5000 euros payment to grand hotel,,grand hotel,5000,euros,,,,
CANCEL_PAYMENT,is the scheduled payment to green energy pvt ltd still cancellable,,green energy pvt ltd,,,,,,scheduled
CANCEL_PAYMENT,"cancel tech solutions inc's payment, instruction id INS-556",instruction id INS-556,tech solutions inc,,,,,,
CANCEL_PAYMENT,"please stop payment payment id PMT-4471, wrong beneficiary",payment id PMT-4471,,,,,,wrong beneficiary,
CANCEL_PAYMENT,undo the 25000 euros payment to anita desai,,anita desai,25000,euros,,,,
CANCEL_PAYMENT,is the awaiting approval payment to anita desai still cancellable,,anita desai,,,,,,awaiting approval
CANCEL_PAYMENT,is the queued payment to our supplier still cancellable,,our supplier,,,,,,queued
CANCEL_PAYMENT,"cancel oceanic exports's payment, payment id PMT-4471",payment id PMT-4471,oceanic exports,,,,,,
CANCEL_PAYMENT,cancel the payment to grand hotel due next monday,,grand hotel,,,,due next monday,,
CANCEL_PAYMENT,undo the 2500 euros payment to tech solutions inc,,tech solutions inc,2500,euros,,,,
CANCEL_PAYMENT,cancel the 100000 USD transfer,,,100000,USD,,,,
CANCEL_PAYMENT,is the scheduled payment to oceanic exports still cancellable,,oceanic exports,,,,,,scheduled
CANCEL_PAYMENT,"cancel the payment to xyz corp, duplicate payment",,xyz corp,,,,,duplicate payment,
CANCEL_PAYMENT,is the pending payment to michael chen still cancellable,,michael chen,,,,,,pending
CANCEL_PAYMENT,"please stop payment payment id PMT-4471, changed my mind",payment id PMT-4471,,,,,,changed my mind,
CANCEL_PAYMENT,"cancel the insurance company's payment, instruction id INS-556",instruction id INS-556,the insurance company,,,,,,
CANCEL_PAYMENT,cancel the payment to the electricity board scheduled for tomorrow,,the electricity board,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,cancel the payment to oceanic exports scheduled for today,,oceanic exports,,,,scheduled for today,,
CANCEL_PAYMENT,"stop the awaiting approval payment, vendor cancelled the order",,,,,,,vendor cancelled the order,awaiting approval
CANCEL_PAYMENT,"stop the scheduled payment, no longer needed",,,,,,,no longer needed,scheduled
CANCEL_PAYMENT,please cancel my payment of 250000 rupees to priya sharma,,priya sharma,250000,rupees,,,,
CANCEL_PAYMENT,cancel the payment to priya sharma dated the 5th,,priya sharma,,,,dated the 5th,,
CANCEL_PAYMENT,cancel the 62000 INR transfer,,,62000,INR,,,,
CANCEL_PAYMENT,please cancel my payment of 500 EUR to our supplier,,our supplier,500,EUR,,,,
CANCEL_PAYMENT,"cancel the payment to priya sharma, no longer needed",,priya sharma,,,,,no longer needed,
CANCEL_PAYMENT,cancel my queued transaction payment id PMT-4471,payment id PMT-4471,,,,,,,queued
CANCEL_PAYMENT,cancel the payment to xyz corp due next monday,,xyz corp,,,,due next monday,,
CANCEL_PAYMENT,"cancel the payment to tech solutions inc, vendor cancelled the order",,tech solutions inc,,,,,vendor cancelled the order,
CANCEL_PAYMENT,"cancel the landlord's payment, order id ORD-7712",order id ORD-7712,the landlord,,,,,,
CANCEL_PAYMENT,"withdraw reference number REF3321, incorrect account number",reference number REF3321,,,,,,incorrect account number,
CANCEL_PAYMENT,"please stop payment transaction id TXN88213, wrong amount",transaction id TXN88213,,,,,,wrong amount,
CANCEL_PAYMENT,undo the 32000 USD payment to xyz corp,,xyz corp,32000,USD,,,,
CANCEL_PAYMENT,cancel the awaiting approval payment from my current account,,,,,my current account,,,awaiting approval
CANCEL_PAYMENT,undo the 7800 dollars payment to michael chen,,michael chen,7800,dollars,,,,
CANCEL_PAYMENT,"cancel the payment to our supplier, duplicate payment",,our supplier,,,,,duplicate payment,
CANCEL_PAYMENT,undo the 2500 dollars payment to anita desai,,anita desai,2500,dollars,,,,
CANCEL_PAYMENT,cancel the 25000 pounds transfer,,,25000,pounds,,,,
CANCEL_PAYMENT,"cancel the payment to green energy pvt ltd, no longer needed",,green energy pvt ltd,,,,,no longer needed,
CANCEL_PAYMENT,"withdraw instruction id INS-556, incorrect account number",instruction id INS-556,,,,,,incorrect account number,
CANCEL_PAYMENT,undo the 5000 USD payment to green energy pvt ltd,,green energy pvt ltd,5000,USD,,,,
CANCEL_PAYMENT,please cancel my payment of 250000 rupees to xyz corp,,xyz corp,250000,rupees,,,,
CANCEL_PAYMENT,cancel the payment to anita desai from this morning,,anita desai,,,,from this morning,,
CANCEL_PAYMENT,"stop the processing payment, no longer needed",,,,,,,no longer needed,processing
CANCEL_PAYMENT,"please stop payment instruction id INS-556, sent by mistake",instruction id INS-556,,,,,,sent by mistake,
CANCEL_PAYMENT,"cancel the payment to john smith, no longer needed",,john smith,,,,,no longer needed,
CANCEL_PAYMENT,undo the 100000 USD payment to priya sharma,,priya sharma,100000,USD,,,,
CANCEL_PAYMENT,cancel the payment to michael chen dated the 5th,,michael chen,,,,dated the 5th,,
CANCEL_PAYMENT,"cancel the payment to green energy pvt ltd, changed my mind",,green energy pvt ltd,,,,,changed my mind,
CANCEL_PAYMENT,"cancel the payment to the insurance company, sent by mistake",,the insurance company,,,,,sent by mistake,
CANCEL_PAYMENT,is the processing payment to the insurance company still cancellable,,the insurance company,,,,,,processing
CANCEL_PAYMENT,cancel the pending payment from the corporate account,,,,,the corporate account,,,pending
CANCEL_PAYMENT,"withdraw instruction id INS-556, sent by mistake",instruction id INS-556,,,,,,sent by mistake,
CANCEL_PAYMENT,"cancel the payment to oceanic exports, changed my mind",,oceanic exports,,,,,changed my mind,
CANCEL_PAYMENT,cancel the payment to john smith dated the 5th,,john smith,,,,dated the 5th,,
CANCEL_PAYMENT,"stop the pending payment, wrong currency",,,,,,,wrong currency,pending
CANCEL_PAYMENT,cancel the 62000 pounds transfer,,,62000,pounds,,,,
CANCEL_PAYMENT,"cancel the payment to michael chen, wrong beneficiary",,michael chen,,,,,wrong beneficiary,
CANCEL_PAYMENT,"cancel the payment to tech solutions inc, wrong beneficiary",,tech solutions inc,,,,,wrong beneficiary,
CANCEL_PAYMENT,cancel the 75000 GBP transfer,,,75000,GBP,,,,
CANCEL_PAYMENT,"stop the processing payment, changed my mind",,,,,,,changed my mind,processing
CANCEL_PAYMENT,cancel the payment to the landlord dated the 5th,,the landlord,,,,dated the 5th,,
CANCEL_PAYMENT,"stop the processing payment, vendor cancelled the order",,,,,,,vendor cancelled the order,processing
CANCEL_PAYMENT,cancel the 25000 INR transfer,,,25000,INR,,,,
CANCEL_PAYMENT,cancel the 250000 euros transfer,,,250000,euros,,,,
CANCEL_PAYMENT,undo the 2500 EUR payment to the landlord,,the landlord,2500,EUR,,,,
CANCEL_PAYMENT,please cancel my processing payment of 75000 INR to delta enterprises,,delta enterprises,75000,INR,,,,processing
CANCEL_PAYMENT,please cancel my payment of 5000 EUR to our supplier,,our supplier,5000,EUR,,,,
CANCEL_PAYMENT,"cancel the payment to green energy pvt ltd, wrong amount",,green energy pvt ltd,,,,,wrong amount,
CANCEL_PAYMENT,please cancel my payment of 100000 rupees to michael chen,,michael chen,100000,rupees,,,,
CANCEL_PAYMENT,"please stop payment transaction id TXN88213, no longer needed",transaction id TXN88213,,,,,,no longer needed,
CANCEL_PAYMENT,"please stop payment order id ORD-7712, no longer needed",order id ORD-7712,,,,,,no longer needed,
CANCEL_PAYMENT,"withdraw payment id PMT-4471, no longer needed",payment id PMT-4471,,,,,,no longer needed,
CANCEL_PAYMENT,cancel my scheduled transaction invoice INV-2291,invoice INV-2291,,,,,,,scheduled
CANCEL_PAYMENT,please cancel my payment of 7800 INR to delta enterprises,,delta enterprises,7800,INR,,,,
CANCEL_PAYMENT,cancel the 45000 EUR transfer,,,45000,EUR,,,,
CANCEL_PAYMENT,is the queued payment to the insurance company still cancellable,,the insurance company,,,,,,queued
CANCEL_PAYMENT,is the pending payment to grand hotel still cancellable,,grand hotel,,,,,,pending
CANCEL_PAYMENT,"withdraw payment id PMT-4471, wrong amount",payment id PMT-4471,,,,,,wrong amount,
CANCEL_PAYMENT,cancel the payment to green energy pvt ltd scheduled for today,,green energy pvt ltd,,,,scheduled for today,,
CANCEL_PAYMENT,"stop the processing payment, duplicate payment",,,,,,,duplicate payment,processing
CANCEL_PAYMENT,"cancel the payment to john smith, changed my mind",,john smith,,,,,changed my mind,
CANCEL_PAYMENT,cancel the payment to grand hotel scheduled for tomorrow,,grand hotel,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,is the scheduled payment to john smith still cancellable,,john smith,,,,,,scheduled
CANCEL_PAYMENT,cancel my queued transaction order id ORD-7712,order id ORD-7712,,,,,,,queued
CANCEL_PAYMENT,"stop the scheduled payment, vendor cancelled the order",,,,,,,vendor cancelled the order,scheduled
CANCEL_PAYMENT,"withdraw payment id PMT-4471, wrong beneficiary",payment id PMT-4471,,,,,,wrong beneficiary,
CANCEL_PAYMENT,"cancel the payment to tech solutions inc, wrong amount",,tech solutions inc,,,,,wrong amount,
CANCEL_PAYMENT,"please stop payment transaction id TXN88213, changed my mind",transaction id TXN88213,,,,,,changed my mind,
CANCEL_PAYMENT,"cancel the payment to the insurance company, no longer needed",,the insurance company,,,,,no longer needed,
CANCEL_PAYMENT,cancel the 7800 USD transfer,,,7800,USD,,,,
CANCEL_PAYMENT,cancel the 7800 EUR transfer,,,7800,EUR,,,,
CANCEL_PAYMENT,"cancel the payment to the electricity board, wrong beneficiary",,the electricity board,,,,,wrong beneficiary,
CANCEL_PAYMENT,undo the 7800 INR payment to michael chen,,michael chen,7800,INR,,,,
CANCEL_PAYMENT,cancel the 500 rupees transfer,,,500,rupees,,,,
CANCEL_PAYMENT,"cancel the payment to xyz corp, no longer needed",,xyz corp,,,,,no longer needed,
CANCEL_PAYMENT,cancel the awaiting approval payment from my usd account,,,,,my usd account,,,awaiting approval
CANCEL_PAYMENT,"withdraw invoice INV-2291, no longer needed",invoice INV-2291,,,,,,no longer needed,
CANCEL_PAYMENT,undo the 7800 dollars payment to the landlord,,the landlord,7800,dollars,,,,
CANCEL_PAYMENT,cancel the 7800 pounds transfer,,,7800,pounds,,,,
CANCEL_PAYMENT,"withdraw instruction id INS-556, wrong beneficiary",instruction id INS-556,,,,,,wrong beneficiary,
CANCEL_PAYMENT,please cancel my payment of 100000 EUR to grand hotel,,grand hotel,100000,EUR,,,,
CANCEL_PAYMENT,"cancel oceanic exports's payment, transaction id TXN88213",transaction id TXN88213,oceanic exports,,,,,,
CANCEL_PAYMENT,cancel the payment to the electricity board from this morning,,the electricity board,,,,from this morning,,
CANCEL_PAYMENT,"cancel the payment to the landlord, vendor cancelled the order",,the landlord,,,,,vendor cancelled the order,
CANCEL_PAYMENT,cancel the payment to oceanic exports scheduled for tomorrow,,oceanic exports,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,"withdraw transaction id TXN88213, wrong beneficiary",transaction id TXN88213,,,,,,wrong beneficiary,
CANCEL_PAYMENT,cancel the 7800 INR transfer,,,7800,INR,,,,
CANCEL_PAYMENT,cancel the awaiting approval payment from the corporate account,,,,,the corporate account,,,awaiting approval
CANCEL_PAYMENT,"cancel the payment to tech solutions inc, no longer needed",,tech solutions inc,,,,,no longer needed,
CANCEL_PAYMENT,cancel the 75000 euros transfer,,,75000,euros,,,,
CANCEL_PAYMENT,"withdraw invoice INV-2291, incorrect account number",invoice INV-2291,,,,,,incorrect account number,
CANCEL_PAYMENT,"cancel the electricity board's payment, instruction id INS-556",instruction id INS-556,the electricity board,,,,,,
CANCEL_PAYMENT,"withdraw invoice INV-2291, duplicate payment",invoice INV-2291,,,,,,duplicate payment,
CANCEL_PAYMENT,"cancel the payment to our supplier, wrong beneficiary",,our supplier,,,,,wrong beneficiary,
CANCEL_PAYMENT,cancel the payment to anita desai dated the 5th,,anita desai,,,,dated the 5th,,
CANCEL_PAYMENT,is the pending payment to john smith still cancellable,,john smith,,,,,,pending
CANCEL_PAYMENT,"cancel oceanic exports's payment, invoice INV-2291",invoice INV-2291,oceanic exports,,,,,,
CANCEL_PAYMENT,please cancel my payment of 100000 EUR to john smith,,john smith,100000,EUR,,,,
CANCEL_PAYMENT,please cancel my scheduled payment of 100000 pounds to oceanic exports,,oceanic exports,100000,pounds,,,,scheduled
CANCEL_PAYMENT,"cancel the landlord's payment, invoice INV-2291",invoice INV-2291,the landlord,,,,,,
CANCEL_PAYMENT,cancel the payment to the landlord scheduled for tomorrow,,the landlord,,,,scheduled for tomorrow,,
CANCEL_PAYMENT,cancel the payment to anita desai due next monday,,anita desai,,,,due next monday,,
CANCEL_PAYMENT,cancel the 10000 USD transfer,,,10000,USD,,,,
CANCEL_PAYMENT,please cancel my payment of 1200 euros to michael chen,,michael chen,1200,euros,,,,
CANCEL_PAYMENT,cancel the payment to john smith due next monday,,john smith,,,,due next monday,,
CANCEL_PAYMENT,undo the 7800 rupees payment to priya sharma,,priya sharma,7800,rupees,,,,
CANCEL_PAYMENT,undo the 100000 EUR payment to priya sharma,,priya sharma,100000,EUR,,,,
CANCEL_PAYMENT,undo the 100000 GBP payment to our supplier,,our supplier,100000,GBP,,,,
CANCEL_PAYMENT,"cancel john smith's payment, order id ORD-7712",order id ORD-7712,john smith,,,,,,
CANCEL_PAYMENT,undo the 5000 dollars payment to oceanic exports,,oceanic exports,5000,dollars,,,,
CANCEL_PAYMENT,is the awaiting approval payment to the electricity board still cancellable,,the electricity board,,,,,,awaiting approval
CANCEL_PAYMENT,cancel the 2500 INR transfer,,,2500,INR,,,,
CANCEL_PAYMENT,please cancel my payment of 500 dollars to the electricity board,,the electricity board,500,dollars,,,,
CANCEL_PAYMENT,"withdraw order id ORD-7712, wrong currency",order id ORD-7712,,,,,,wrong currency,
CANCEL_PAYMENT,"please stop payment instruction id INS-556, wrong amount",instruction id INS-556,,,,,,wrong amount,
CANCEL_PAYMENT,is the queued payment to green energy pvt ltd still cancellable,,green energy pvt ltd,,,,,,queued
