intent_code,text,template,amount,currency,beneficiary,account,time,reference
PAY_FROM_TEMPLATE,"the insurance premium template for the telecom provider is due, go ahead and run it",insurance premium template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,"the subscription template for xyz corp is due, go ahead and run it",subscription template,,,xyz corp,,,
PAY_FROM_TEMPLATE,pay from loan emi template but change the amount to 5000 rupees,loan emi template,5000,rupees,,,,
PAY_FROM_TEMPLATE,use utility bills template but bump the amount up to 45000 dollars,utility bills template,45000,dollars,,,,
PAY_FROM_TEMPLATE,trigger the insurance premium template at the end of the month,insurance premium template,,,,,at the end of the month,
PAY_FROM_TEMPLATE,use the vendor payment template for tech solutions inc but make it 18000 dollars,vendor payment template,18000,dollars,tech solutions inc,,,
PAY_FROM_TEMPLATE,use my annual maintenance template to pay green energy pvt ltd,annual maintenance template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,trigger the loan emi template on the 1st of next month,loan emi template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,pay from annual maintenance template but change the amount to 18000 rupees,annual maintenance template,18000,rupees,,,,
PAY_FROM_TEMPLATE,pay green energy pvt ltd using the office rent template,office rent template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,use internet bill template from the corporate account,internet bill template,,,,the corporate account,,
PAY_FROM_TEMPLATE,"process the annual maintenance template, invoice INV-2291",annual maintenance template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,use my annual maintenance template to pay our vendor,annual maintenance template,,,our vendor,,,
PAY_FROM_TEMPLATE,run the office rent template tagged invoice INV-2291,office rent template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,use the saved rent payment template to pay cloud software inc on the 1st of next month,rent payment template,,,cloud software inc,,on the 1st of next month,
PAY_FROM_TEMPLATE,"the vendor payment template for the electricity board is due, go ahead and run it",vendor payment template,,,the electricity board,,,
PAY_FROM_TEMPLATE,use annual maintenance template but bump the amount up to 62000 GBP,annual maintenance template,62000,GBP,,,,
PAY_FROM_TEMPLATE,"process the tax payment template, PO number 4471",tax payment template,,,,,,PO number 4471
PAY_FROM_TEMPLATE,trigger the office rent template this friday,office rent template,,,,,this friday,
PAY_FROM_TEMPLATE,use monthly salary template but bump the amount up to 32000 EUR,monthly salary template,32000,EUR,,,,
PAY_FROM_TEMPLATE,"the insurance premium template for oceanic exports is due, go ahead and run it",insurance premium template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,pay the telecom provider using the annual maintenance template,annual maintenance template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,"the monthly salary template for the insurance company is due, go ahead and run it",monthly salary template,,,the insurance company,,,
PAY_FROM_TEMPLATE,use my utility bills template to pay our vendor,utility bills template,,,our vendor,,,
PAY_FROM_TEMPLATE,use utility bills template from my current account,utility bills template,,,,my current account,,
PAY_FROM_TEMPLATE,pay from insurance premium template but change the amount to 62000 rupees,insurance premium template,62000,rupees,,,,
PAY_FROM_TEMPLATE,use the saved monthly salary template to pay the electricity board next monday,monthly salary template,,,the electricity board,,next monday,
PAY_FROM_TEMPLATE,use my office rent template to pay our vendor,office rent template,,,our vendor,,,
PAY_FROM_TEMPLATE,pay from subscription template but change the amount to 10000 EUR,subscription template,10000,EUR,,,,
PAY_FROM_TEMPLATE,trigger the vendor payment template at the end of the month,vendor payment template,,,,,at the end of the month,
PAY_FROM_TEMPLATE,trigger the freight charges template this friday,freight charges template,,,,,this friday,
PAY_FROM_TEMPLATE,use internet bill template from my current account,internet bill template,,,,my current account,,
PAY_FROM_TEMPLATE,trigger the monthly salary template on the 1st of next month,monthly salary template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,pay from internet bill template but change the amount to 15000 GBP,internet bill template,15000,GBP,,,,
PAY_FROM_TEMPLATE,pay tech solutions inc using the insurance premium template,insurance premium template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,pay from office rent template but change the amount to 5000 GBP,office rent template,5000,GBP,,,,
PAY_FROM_TEMPLATE,"the rent payment template for the telecom provider is due, go ahead and run it",rent payment template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,pay from subscription template but change the amount to 75000 INR,subscription template,75000,INR,,,,
PAY_FROM_TEMPLATE,pay oceanic exports using the freight charges template,freight charges template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use the subscription template to pay tech solutions inc from my usd account,subscription template,,,tech solutions inc,my usd account,,
PAY_FROM_TEMPLATE,use freight charges template from my current account,freight charges template,,,,my current account,,
PAY_FROM_TEMPLATE,"the utility bills template for oceanic exports is due, go ahead and run it",utility bills template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use internet bill template from the account ending 4521,internet bill template,,,,the account ending 4521,,
PAY_FROM_TEMPLATE,pay the landlord using the internet bill template,internet bill template,,,the landlord,,,
PAY_FROM_TEMPLATE,run the monthly salary template tagged reference number REF3321,monthly salary template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,use freight charges template but bump the amount up to 5000 EUR,freight charges template,5000,EUR,,,,
PAY_FROM_TEMPLATE,pay from vendor payment template but change the amount to 25000 GBP,vendor payment template,25000,GBP,,,,
PAY_FROM_TEMPLATE,use my loan emi template to pay xyz corp,loan emi template,,,xyz corp,,,
PAY_FROM_TEMPLATE,trigger the insurance premium template tomorrow,insurance premium template,,,,,tomorrow,
PAY_FROM_TEMPLATE,pay green energy pvt ltd using the monthly salary template,monthly salary template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,use rent payment template from the account ending 4521,rent payment template,,,,the account ending 4521,,
PAY_FROM_TEMPLATE,use my internet bill template to pay the landlord,internet bill template,,,the landlord,,,
PAY_FROM_TEMPLATE,"the subscription template for the insurance company is due, go ahead and run it",subscription template,,,the insurance company,,,
PAY_FROM_TEMPLATE,pay from rent payment template but change the amount to 45000 USD,rent payment template,45000,USD,,,,
PAY_FROM_TEMPLATE,use loan emi template but bump the amount up to 15000 rupees,loan emi template,15000,rupees,,,,
PAY_FROM_TEMPLATE,"the loan emi template for the telecom provider is due, go ahead and run it",loan emi template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,pay our vendor using the tax payment template,tax payment template,,,our vendor,,,
PAY_FROM_TEMPLATE,use my rent payment template to pay tech solutions inc,rent payment template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,use subscription template but bump the amount up to 25000 USD,subscription template,25000,USD,,,,
PAY_FROM_TEMPLATE,"the insurance premium template for the insurance company is due, go ahead and run it",insurance premium template,,,the insurance company,,,
PAY_FROM_TEMPLATE,use the saved office rent template to pay tech solutions inc on the 1st of next month,office rent template,,,tech solutions inc,,on the 1st of next month,
PAY_FROM_TEMPLATE,pay the telecom provider using the utility bills template,utility bills template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,use freight charges template from the corporate account,freight charges template,,,,the corporate account,,
PAY_FROM_TEMPLATE,"the rent payment template for tech solutions inc is due, go ahead and run it",rent payment template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,schedule the office rent template on the 1st of next month,office rent template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,pay xyz corp using the monthly salary template,monthly salary template,,,xyz corp,,,
PAY_FROM_TEMPLATE,use my office rent template to pay tech solutions inc,office rent template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,"the subscription template for our vendor is due, go ahead and run it",subscription template,,,our vendor,,,
PAY_FROM_TEMPLATE,use internet bill template but bump the amount up to 45000 dollars,internet bill template,45000,dollars,,,,
PAY_FROM_TEMPLATE,use my rent payment template to pay xyz corp,rent payment template,,,xyz corp,,,
PAY_FROM_TEMPLATE,trigger the office rent template next monday,office rent template,,,,,next monday,
PAY_FROM_TEMPLATE,pay from rent payment template but change the amount to 5000 dollars,rent payment template,5000,dollars,,,,
PAY_FROM_TEMPLATE,pay tech solutions inc using the internet bill template,internet bill template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,pay from vendor payment template but change the amount to 32000 rupees,vendor payment template,32000,rupees,,,,
PAY_FROM_TEMPLATE,schedule the monthly salary template next monday,monthly salary template,,,,,next monday,
PAY_FROM_TEMPLATE,use my annual maintenance template to pay the electricity board,annual maintenance template,,,the electricity board,,,
PAY_FROM_TEMPLATE,use annual maintenance template but bump the amount up to 62000 rupees,annual maintenance template,62000,rupees,,,,
PAY_FROM_TEMPLATE,use loan emi template but bump the amount up to 100000 GBP,loan emi template,100000,GBP,,,,
PAY_FROM_TEMPLATE,"the annual maintenance template for our vendor is due, go ahead and run it",annual maintenance template,,,our vendor,,,
PAY_FROM_TEMPLATE,"the insurance premium template for cloud software inc is due, go ahead and run it",insurance premium template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,use my loan emi template to pay tech solutions inc,loan emi template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,run the annual maintenance template tagged PO number 4471,annual maintenance template,,,,,,PO number 4471
PAY_FROM_TEMPLATE,use my loan emi template to pay cloud software inc,loan emi template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,"the vendor payment template for the insurance company is due, go ahead and run it",vendor payment template,,,the insurance company,,,
PAY_FROM_TEMPLATE,pay the insurance company using the vendor payment template,vendor payment template,,,the insurance company,,,
PAY_FROM_TEMPLATE,use freight charges template but bump the amount up to 18000 GBP,freight charges template,18000,GBP,,,,
PAY_FROM_TEMPLATE,use vendor payment template from the corporate account,vendor payment template,,,,the corporate account,,
PAY_FROM_TEMPLATE,"process the monthly salary template, PO number 4471",monthly salary template,,,,,,PO number 4471
PAY_FROM_TEMPLATE,use my annual maintenance template to pay the telecom provider,annual maintenance template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,use monthly salary template but bump the amount up to 5000 GBP,monthly salary template,5000,GBP,,,,
PAY_FROM_TEMPLATE,use the insurance premium template for green energy pvt ltd but make it 25000 USD,insurance premium template,25000,USD,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,"the utility bills template for the insurance company is due, go ahead and run it",utility bills template,,,the insurance company,,,
PAY_FROM_TEMPLATE,"the vendor payment template for xyz corp is due, go ahead and run it",vendor payment template,,,xyz corp,,,
PAY_FROM_TEMPLATE,use my monthly salary template to pay cloud software inc,monthly salary template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,pay from internet bill template but change the amount to 32000 GBP,internet bill template,32000,GBP,,,,
PAY_FROM_TEMPLATE,"the office rent template for xyz corp is due, go ahead and run it",office rent template,,,xyz corp,,,
PAY_FROM_TEMPLATE,use my vendor payment template to pay tech solutions inc,vendor payment template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,pay oceanic exports using the loan emi template,loan emi template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use my tax payment template to pay oceanic exports,tax payment template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use my internet bill template to pay tech solutions inc,internet bill template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,use my freight charges template to pay the telecom provider,freight charges template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,"the rent payment template for cloud software inc is due, go ahead and run it",rent payment template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,pay from rent payment template but change the amount to 25000 EUR,rent payment template,25000,EUR,,,,
PAY_FROM_TEMPLATE,use the insurance premium template to pay cloud software inc from my current account,insurance premium template,,,cloud software inc,my current account,,
PAY_FROM_TEMPLATE,pay oceanic exports using the annual maintenance template,annual maintenance template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use rent payment template but bump the amount up to 32000 dollars,rent payment template,32000,dollars,,,,
PAY_FROM_TEMPLATE,schedule the freight charges template on the 1st of next month,freight charges template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,trigger the annual maintenance template at the end of the month,annual maintenance template,,,,,at the end of the month,
PAY_FROM_TEMPLATE,use annual maintenance template but bump the amount up to 18000 GBP,annual maintenance template,18000,GBP,,,,
PAY_FROM_TEMPLATE,pay cloud software inc using the insurance premium template,insurance premium template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,use the saved internet bill template to pay green energy pvt ltd this friday,internet bill template,,,green energy pvt ltd,,this friday,
PAY_FROM_TEMPLATE,"the vendor payment template for the landlord is due, go ahead and run it",vendor payment template,,,the landlord,,,
PAY_FROM_TEMPLATE,use my utility bills template to pay xyz corp,utility bills template,,,xyz corp,,,
PAY_FROM_TEMPLATE,"the freight charges template for the landlord is due, go ahead and run it",freight charges template,,,the landlord,,,
PAY_FROM_TEMPLATE,pay the electricity board using the office rent template,office rent template,,,the electricity board,,,
PAY_FROM_TEMPLATE,"the utility bills template for our vendor is due, go ahead and run it",utility bills template,,,our vendor,,,
PAY_FROM_TEMPLATE,pay from vendor payment template but change the amount to 62000 dollars,vendor payment template,62000,dollars,,,,
PAY_FROM_TEMPLATE,use office rent template from the account ending 4521,office rent template,,,,the account ending 4521,,
PAY_FROM_TEMPLATE,pay the insurance company using the monthly salary template,monthly salary template,,,the insurance company,,,
PAY_FROM_TEMPLATE,pay the insurance company using the subscription template,subscription template,,,the insurance company,,,
PAY_FROM_TEMPLATE,trigger the vendor payment template next monday,vendor payment template,,,,,next monday,
PAY_FROM_TEMPLATE,use the saved insurance premium template to pay oceanic exports next monday,insurance premium template,,,oceanic exports,,next monday,
PAY_FROM_TEMPLATE,pay from internet bill template but change the amount to 32000 USD,internet bill template,32000,USD,,,,
PAY_FROM_TEMPLATE,"process the freight charges template, PO number 4471",freight charges template,,,,,,PO number 4471
PAY_FROM_TEMPLATE,pay from vendor payment template but change the amount to 100000 GBP,vendor payment template,100000,GBP,,,,
PAY_FROM_TEMPLATE,"the rent payment template for xyz corp is due, go ahead and run it",rent payment template,,,xyz corp,,,
PAY_FROM_TEMPLATE,use the subscription template to pay green energy pvt ltd from the account ending 4521,subscription template,,,green energy pvt ltd,the account ending 4521,,
PAY_FROM_TEMPLATE,use my tax payment template to pay green energy pvt ltd,tax payment template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,pay from freight charges template but change the amount to 25000 EUR,freight charges template,25000,EUR,,,,
PAY_FROM_TEMPLATE,"the freight charges template for the insurance company is due, go ahead and run it",freight charges template,,,the insurance company,,,
PAY_FROM_TEMPLATE,pay from tax payment template but change the amount to 32000 rupees,tax payment template,32000,rupees,,,,
PAY_FROM_TEMPLATE,use internet bill template but bump the amount up to 32000 dollars,internet bill template,32000,dollars,,,,
PAY_FROM_TEMPLATE,use vendor payment template but bump the amount up to 75000 EUR,vendor payment template,75000,EUR,,,,
PAY_FROM_TEMPLATE,trigger the utility bills template next monday,utility bills template,,,,,next monday,
PAY_FROM_TEMPLATE,trigger the insurance premium template on the 1st of next month,insurance premium template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,run the subscription template tagged reference number REF3321,subscription template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,"the monthly salary template for green energy pvt ltd is due, go ahead and run it",monthly salary template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,pay green energy pvt ltd using the utility bills template,utility bills template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,use loan emi template but bump the amount up to 5000 INR,loan emi template,5000,INR,,,,
PAY_FROM_TEMPLATE,pay cloud software inc using the loan emi template,loan emi template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,trigger the annual maintenance template this friday,annual maintenance template,,,,,this friday,
PAY_FROM_TEMPLATE,"process the rent payment template, reference number REF3321",rent payment template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,use annual maintenance template from the corporate account,annual maintenance template,,,,the corporate account,,
PAY_FROM_TEMPLATE,pay the telecom provider using the rent payment template,rent payment template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,trigger the subscription template this friday,subscription template,,,,,this friday,
PAY_FROM_TEMPLATE,"the freight charges template for xyz corp is due, go ahead and run it",freight charges template,,,xyz corp,,,
PAY_FROM_TEMPLATE,schedule the office rent template next monday,office rent template,,,,,next monday,
PAY_FROM_TEMPLATE,use insurance premium template but bump the amount up to 32000 rupees,insurance premium template,32000,rupees,,,,
PAY_FROM_TEMPLATE,"process the office rent template, invoice INV-2291",office rent template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,use the tax payment template to pay the telecom provider from the account ending 4521,tax payment template,,,the telecom provider,the account ending 4521,,
PAY_FROM_TEMPLATE,schedule the insurance premium template on the 1st of next month,insurance premium template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,use loan emi template but bump the amount up to 18000 GBP,loan emi template,18000,GBP,,,,
PAY_FROM_TEMPLATE,schedule the rent payment template this friday,rent payment template,,,,,this friday,
PAY_FROM_TEMPLATE,"the office rent template for cloud software inc is due, go ahead and run it",office rent template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,"the insurance premium template for xyz corp is due, go ahead and run it",insurance premium template,,,xyz corp,,,
PAY_FROM_TEMPLATE,pay the electricity board using the rent payment template,rent payment template,,,the electricity board,,,
PAY_FROM_TEMPLATE,use my loan emi template to pay the telecom provider,loan emi template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,pay the insurance company using the loan emi template,loan emi template,,,the insurance company,,,
PAY_FROM_TEMPLATE,schedule the monthly salary template tomorrow,monthly salary template,,,,,tomorrow,
PAY_FROM_TEMPLATE,use my subscription template to pay the telecom provider,subscription template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,use subscription template from the account ending 4521,subscription template,,,,the account ending 4521,,
PAY_FROM_TEMPLATE,use annual maintenance template from my current account,annual maintenance template,,,,my current account,,
PAY_FROM_TEMPLATE,run the vendor payment template tagged reference number REF3321,vendor payment template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,pay from freight charges template but change the amount to 5000 rupees,freight charges template,5000,rupees,,,,
PAY_FROM_TEMPLATE,use my subscription template to pay cloud software inc,subscription template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,use subscription template from the corporate account,subscription template,,,,the corporate account,,
PAY_FROM_TEMPLATE,use my subscription template to pay the electricity board,subscription template,,,the electricity board,,,
PAY_FROM_TEMPLATE,use my subscription template to pay the insurance company,subscription template,,,the insurance company,,,
PAY_FROM_TEMPLATE,use my utility bills template to pay the electricity board,utility bills template,,,the electricity board,,,
PAY_FROM_TEMPLATE,"process the tax payment template, reference number REF3321",tax payment template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,run the freight charges template tagged invoice INV-2291,freight charges template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,use the vendor payment template to pay oceanic exports from my usd account,vendor payment template,,,oceanic exports,my usd account,,
PAY_FROM_TEMPLATE,use utility bills template but bump the amount up to 25000 EUR,utility bills template,25000,EUR,,,,
PAY_FROM_TEMPLATE,use the office rent template to pay the electricity board from the corporate account,office rent template,,,the electricity board,the corporate account,,
PAY_FROM_TEMPLATE,use annual maintenance template but bump the amount up to 62000 EUR,annual maintenance template,62000,EUR,,,,
PAY_FROM_TEMPLATE,use loan emi template but bump the amount up to 62000 GBP,loan emi template,62000,GBP,,,,
PAY_FROM_TEMPLATE,use the saved insurance premium template to pay green energy pvt ltd tomorrow,insurance premium template,,,green energy pvt ltd,,tomorrow,
PAY_FROM_TEMPLATE,use utility bills template but bump the amount up to 32000 USD,utility bills template,32000,USD,,,,
PAY_FROM_TEMPLATE,"process the vendor payment template, invoice INV-2291",vendor payment template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,schedule the tax payment template on the 1st of next month,tax payment template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,use my vendor payment template to pay the insurance company,vendor payment template,,,the insurance company,,,
PAY_FROM_TEMPLATE,pay the electricity board using the annual maintenance template,annual maintenance template,,,the electricity board,,,
PAY_FROM_TEMPLATE,pay the landlord using the rent payment template,rent payment template,,,the landlord,,,
PAY_FROM_TEMPLATE,pay tech solutions inc using the tax payment template,tax payment template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,"the insurance premium template for tech solutions inc is due, go ahead and run it",insurance premium template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,pay our vendor using the rent payment template,rent payment template,,,our vendor,,,
PAY_FROM_TEMPLATE,use the saved insurance premium template to pay the electricity board at the end of the month,insurance premium template,,,the electricity board,,at the end of the month,
PAY_FROM_TEMPLATE,"process the annual maintenance template, reference number REF3321",annual maintenance template,,,,,,reference number REF3321
PAY_FROM_TEMPLATE,use my annual maintenance template to pay oceanic exports,annual maintenance template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use my freight charges template to pay xyz corp,freight charges template,,,xyz corp,,,
PAY_FROM_TEMPLATE,use my insurance premium template to pay green energy pvt ltd,insurance premium template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,run the loan emi template tagged PO number 4471,loan emi template,,,,,,PO number 4471
PAY_FROM_TEMPLATE,pay from annual maintenance template but change the amount to 15000 EUR,annual maintenance template,15000,EUR,,,,
PAY_FROM_TEMPLATE,use my subscription template to pay our vendor,subscription template,,,our vendor,,,
PAY_FROM_TEMPLATE,"the internet bill template for tech solutions inc is due, go ahead and run it",internet bill template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,use my internet bill template to pay green energy pvt ltd,internet bill template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,schedule the vendor payment template tomorrow,vendor payment template,,,,,tomorrow,
PAY_FROM_TEMPLATE,pay from tax payment template but change the amount to 15000 dollars,tax payment template,15000,dollars,,,,
PAY_FROM_TEMPLATE,trigger the utility bills template at the end of the month,utility bills template,,,,,at the end of the month,
PAY_FROM_TEMPLATE,"the vendor payment template for tech solutions inc is due, go ahead and run it",vendor payment template,,,tech solutions inc,,,
PAY_FROM_TEMPLATE,"process the loan emi template, invoice INV-2291",loan emi template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,schedule the monthly salary template this friday,monthly salary template,,,,,this friday,
PAY_FROM_TEMPLATE,use my insurance premium template to pay the telecom provider,insurance premium template,,,the telecom provider,,,
PAY_FROM_TEMPLATE,schedule the annual maintenance template at the end of the month,annual maintenance template,,,,,at the end of the month,
PAY_FROM_TEMPLATE,use my loan emi template to pay the insurance company,loan emi template,,,the insurance company,,,
PAY_FROM_TEMPLATE,use the saved office rent template to pay green energy pvt ltd next monday,office rent template,,,green energy pvt ltd,,next monday,
PAY_FROM_TEMPLATE,trigger the vendor payment template on the 1st of next month,vendor payment template,,,,,on the 1st of next month,
PAY_FROM_TEMPLATE,use my monthly salary template to pay our vendor,monthly salary template,,,our vendor,,,
PAY_FROM_TEMPLATE,pay from tax payment template but change the amount to 10000 GBP,tax payment template,10000,GBP,,,,
PAY_FROM_TEMPLATE,use my vendor payment template to pay green energy pvt ltd,vendor payment template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,use the monthly salary template to pay the telecom provider from the corporate account,monthly salary template,,,the telecom provider,the corporate account,,
PAY_FROM_TEMPLATE,use my monthly salary template to pay the landlord,monthly salary template,,,the landlord,,,
PAY_FROM_TEMPLATE,use the insurance premium template for cloud software inc but make it 62000 GBP,insurance premium template,62000,GBP,cloud software inc,,,
PAY_FROM_TEMPLATE,"process the utility bills template, invoice INV-2291",utility bills template,,,,,,invoice INV-2291
PAY_FROM_TEMPLATE,use subscription template but bump the amount up to 62000 USD,subscription template,62000,USD,,,,
PAY_FROM_TEMPLATE,pay green energy pvt ltd using the tax payment template,tax payment template,,,green energy pvt ltd,,,
PAY_FROM_TEMPLATE,use my loan emi template to pay oceanic exports,loan emi template,,,oceanic exports,,,
PAY_FROM_TEMPLATE,use my annual maintenance template to pay cloud software inc,annual maintenance template,,,cloud software inc,,,
PAY_FROM_TEMPLATE,"the loan emi template for the landlord is due, go ahead and run it",loan emi template,,,the landlord,,,
PAY_FROM_TEMPLATE,use internet bill template but bump the amount up to 25000 EUR,internet bill template,25000,EUR,,,,
